time_us,Omega_in_abs2,Omega_out_dopp_abs2,Omega_out_nodopp_abs2
2.055513878469618,1.1357968849393109e+25,,0.00019210527448001113
2.0570142535633913,1.1400493728794512e+25,,0.0004403564101694453
2.0585146286571647,1.1442731445183847e+25,,0.00022144362128159593
2.060015003750938,1.1484677633305415e+25,,3.686906723302508e-05
2.0615153788447116,1.1526327945995037e+25,,1.7397283253251732e-05
2.063015753938485,1.1567678054925909e+25,,0.0002113940423568653
2.0645161290322585,1.1608723651353495e+25,,0.00024624904776925874
2.066016504126032,1.1649460446859298e+25,,0.00020585162627535003
2.067516879219805,1.168988417409327e+25,,0.0004323781630712079
2.0690172543135783,1.1729990587514775e+25,,0.0006316079957043298
2.0705176294073517,1.1769775464131853e+25,,0.0009132826024651181
2.072018004501125,1.1809234604238602e+25,,0.0014527613191922127
2.0735183795948986,1.1848363832150593e+25,,0.0015778088975877036
2.075018754688672,1.1887158996938007e+25,,0.0022399131065509053
2.0765191297824455,1.1925615973156415e+25,,0.0021290276385483036
2.078019504876219,1.1963730661574973e+25,,0.0021467892897208667
2.0795198799699923,1.2001498989901876e+25,,0.001845465000404022
2.081020255063766,1.2038916913506872e+25,,0.0017778001793360757
2.0825206301575396,1.2075980416140655e+25,,0.0024701783670974717
2.084021005251313,1.2112685510651024e+25,,0.0017304876827457024
2.0855213803450865,1.2149028239695504e+25,,0.0017664771008961062
2.08702175543886,1.2185004676450391e+25,,0.0020238954361125436
2.0885221305326334,1.2220610925315912e+25,,0.0025050597990791523
2.090022505626407,1.2255843122617453e+25,,0.003317990754933512
2.09152288072018,1.2290697437302562e+25,,0.0028359119473605077
2.0930232558139537,1.232517007163364e+25,,0.0020519341883549784
2.094523630907727,1.235925726187608e+25,,0.0023266439500733223
2.0960240060015005,1.2392955278981723e+25,,0.002401964114427581
2.097524381095274,1.2426260429267451e+25,,0.0023159345095024016
2.0990247561890474,1.2459169055088716e+25,,0.0022082759965285003
2.100525131282821,1.2491677535507873e+25,,0.002127816124130736
2.1020255063765942,1.2523782286957104e+25,,0.0022845637177651428
2.1035258814703677,1.2555479763895816e+25,,0.0015588822870791807
2.105026256564141,1.2586766459462293e+25,,0.0012096263302113163
2.1065266316579145,1.2617638906119471e+25,,0.000658301404021586
2.1080270067516884,1.2648093676294635e+25,,0.0007083475254012362
2.109527381845462,1.2678127383012903e+25,,0.000465557906023688
2.1110277569392353,1.270773668052435e+25,,0.0003170356161331213
2.1125281320330087,1.273691826492455e+25,,0.00010900113663735217
2.114028507126782,1.2765668874768406e+25,,0.000112530536251986
2.1155288822205556,1.2793985291677138e+25,,4.8636468724562175e-05
2.117029257314329,1.282186434093822e+25,,0.00016608906481525534
2.1185296324081024,1.2849302892098142e+25,,4.077804105367684e-05
2.1200300075018754,1.2876297859547851e+25,,1.693740562043556e-07
2.121530382595649,1.2902846203100666e+25,,3.4567709024493232e-06
2.1230307576894223,1.2928944928562554e+25,,3.0385562492187703e-05
2.1245311327831957,1.295459108829467e+25,,6.069209291605286e-06
2.126031507876969,1.297978178176787e+25,,0.0001501179681740793
2.1275318829707426,1.3004514156109205e+25,,9.783235706179347e-05
2.129032258064516,1.302878540664016e+25,,0.0002775882931600295
2.1305326331582894,1.305259277740649e+25,,0.000429188367080673
2.132033008252063,1.307593356169962e+25,,0.0007001125401142193
2.1335333833458363,1.3098805102569315e+25,,0.0007146206921310113
2.13503375843961,1.3121204793327606e+25,,0.0011128932491033202
2.1365341335333836,1.314313007804378e+25,,0.0007116413506999475
2.138034508627157,1.316457845203033e+25,,0.0010954628583134726
2.1395348837209305,1.3185547462319713e+25,,0.0013740493314924026
2.141035258814704,1.320603470813182e+25,,0.0018309715587774235
2.1425356339084773,1.3226037841331961e+25,,0.0012660770632293983
2.1440360090022508,1.3245554566879361e+25,,0.001451435195830572
2.145536384096024,1.3264582643265941e+25,,0.001322982430363638
2.1470367591897976,1.3283119882945319e+25,,0.001699195996347705
