time_us,input_abs2,output_abs2
1.568100358422939,1.7686395894679e+24,1.763898733626946e+24
1.5806451612903225,1.5181929403765006e+24,1.5138007875644893e+24
1.5931899641577059,1.2941442149436926e+24,1.2900893242461218e+24
1.6057347670250894,1.0954850751977763e+24,1.0917546233520319e+24
1.618279569892473,9.208700261711272e+23,9.174500444659134e+23
1.6308243727598566,7.687024961228085e+23,7.655781036846045e+23
1.6433691756272402,6.372154946318756e+23,6.343711245016522e+23
1.6559139784946235,5.245446309576858e+23,5.2196424580384416e+23
1.668458781362007,4.287919730000627e+23,4.264592677922135e+23
1.6810035842293904,3.4807988720759615e+23,3.459784766746498e+23
1.693548387096774,2.8059459074422236e+23,2.7870817994424448e+23
1.7060931899641576,2.2461964764198117e+23,2.229321844665709e+23
1.718637992831541,1.7856003850853793e+23,1.7705584741883843e+23
1.7311827956989245,1.4095772518479463e+23,1.3962162191920437e+23
1.743727598566308,1.1049982137050904e+23,1.0931720876725314e+23
1.7562724014336917,8.602057707433688e+22,8.49775225088699e+22
1.7688172043010753,6.649840209039258e+22,6.558169733377376e+22
1.7813620071684586,5.104910703825026e+22,5.024631159576963e+22
1.7939068100358422,3.89164459998769e+22,3.821591518875471e+22
1.8064516129032258,2.9460918071658595e+22,2.885181724367786e+22
1.8189964157706093,2.214764037135892e+22,2.161994678330638e+22
1.8315412186379927,1.653395425186478e+22,1.6078448137311506e+22
1.844086021505376,1.2257279307608817e+22,1.1865525712407121e+22
1.8566308243727596,9.023593350781898e+21,8.687916266882325e+21
1.8691756272401432,6.596795645008868e+21,6.31024591838729e+21
1.8817204301075268,4.789107968079812e+21,4.545426372442251e+21
1.8942652329749103,3.452584429563417e+21,3.2461611937468624e+21
1.9068100358422937,2.4717359221840974e+21,2.2975678812496132e+21
1.9193548387096773,1.7572271841412453e+21,1.6108735971446586e+21
1.9318996415770606,1.2405716124441046e+21,1.1181095583737296e+21
1.9444444444444444,8.697287916965872e+20,7.677089231331856e+20
1.9569892473118278,6.054997073987473e+20,5.2090301252450333e+20
1.9695340501792113,4.186124205931473e+20,3.488085210778091e+20
1.9820788530465947,2.87394441857232e+20,2.3010183909120003e+20
1.9946236559139785,1.9593530691394526e+20,1.4918388366468458e+20
2.007168458781362,1.3265240264426493e+20,9.47483925659544e+19
2.0197132616487457,8.918372781580896e+19,5.867728193743408e+19
2.032258064516129,5.954210782604206e+19,3.5197515350673265e+19
2.0448028673835124,3.947579366467433e+19,2.0244353945935254e+19
2.0573476702508957,2.598996040680255e+19,1.0985453351802487e+19
2.069892473118279,1.6992154478021032e+19,5.468817160625559e+18
2.082437275985663,1.1032129714064986e+19,2.3650168085966797e+18
2.094982078853046,7.1127632548255e+18,7.803470538305106e+17
2.10752688172043,4.5539203449897083e+18,1.2277158631854043e+17
2.1200716845878134,2.8953467866027197e+18,6729252746870810.0
2.132616487455197,1.8280321471521027e+18,1.3508383535115528e+17
2.1451612903225805,1.1461333547249038e+18,1.6415127440291966e+16
2.1577060931899643,7.135995317727587e+17,1.9540935547780054e+17
2.1702508960573477,4.412066437055428e+17,6.757006434086728e+17
2.182795698924731,2.708928938516798e+17,3.3578302321451546e+17
2.1953405017921144,1.651662330689023e+17,9.346321233588136e+16
2.2078853046594977,1.0000299282897394e+17,607049448960187.2
2.2204301075268815,6.012745378300415e+16,4.328065028432197e+16
2.232974910394265,3.5900517673099584e+16,5.9397386387124616e+16
2.2455197132616487,2.1286129059829012e+16,401804512807971.3
2.258064516129032,1.2533164882222944e+16,2.8185340658868214e+17
2.270609318996416,7328125484662144.0,2.507180246230561e+17
2.283154121863799,4254936899716126.5,3.190182012985698e+17
2.295698924731183,2453360860756832.5,5.601611439697556e+16
2.308243727598566,1404746062189486.5,1.847868242168688e+16
2.3207885304659497,798734229341798.2,464050842151356.6
2.333333333333333,450998244506393.94,5.841037943917293e+16
2.3458781362007164,252880585681612.72,2.200404968330186e+16
2.3584229390681,140806987838944.6,6975221728868183.0
2.3709677419354835,77857599543608.81,1.0974970696517085e+17
2.3835125448028673,42750962156932.61,1.976886029141927e+17
2.3960573476702507,23310890232674.324,9.435505208060114e+16
2.4086021505376345,12622340962288.467,2.2288467702006774e+17
2.421146953405018,6787174851513.731,6.8200565774796376e+16
2.433691756272401,3624150714664.116,2671651367405207.5
2.4462365591397845,1921726347873.2239,4350969109582519.5
2.4587813620071683,1011917068188.2343,746246679885548.9
2.4713261648745517,529134867161.6885,2.7743046301212576e+16
2.483870967741935,274761526915.36633,3.626929247428391e+16
2.496415770609319,141681629919.11227,6369231952856721.0
2.508960573476702,72550306199.52391,1.4013956026396493e+17
2.521505376344086,36892071123.121254,1.6289749231994112e+17
2.5340501792114694,18629230097.681816,1.0793050642713968e+17
2.546594982078853,9341677253.354134,9.971880397765435e+16
2.559139784946236,4651819905.195711,1.2731490118893034e+16
2.57168458781362,2300323990.8406835,650390429896338.1
2.584229390681003,1129596159.5058837,92824437376429.75
2.596774193548387,550840022.8401037,112512951449979.08
2.6093189964157704,266744731.41406018,9012141805688234.0
2.621863799283154,128272717.36030516,9314991002805398.0
2.6344086021505375,61254898.13465438,3.0619564956011668e+16
2.646953405017921,29047946.169261854,597593961771618.8
2.6594982078853047,13679118.832565129,1.76855054634674e+16
2.672043010752688,6396890.192317323,6.7676913824620856e+16
2.6845878136200714,2970624.450862177,1.1505825765566238e+17
2.6971326164874547,1369918.3690288053,1.3121897306276627e+17
2.7096774193548385,627349.7207369483,8.749245565072214e+16
2.722222222222222,285294.1136024965,7436290319974736.0
2.7347670250896057,128838.00617177259,103491092621682.83
2.747311827956989,57778.100726010176,581401049378206.9
2.759856630824373,25730.64128173136,1.5838665716812684e+16
2.772401433691756,11379.050921854503,8164314508370817.0
2.7849462365591395,4997.232476867698,1855569614778834.8
2.7974910394265233,2179.3207242724457,1831526507821043.2
2.8100358422939062,943.8018536724963,1154381474493181.0
2.82258064516129,405.8902183991652,474006404488451.4
2.8351254480286734,173.34224895221485,136973770288750.17
2.847670250896057,73.51371164892906,1.951815434602464e+16
2.8602150537634405,30.9599575335059,6.782805161709773e+16
2.8727598566308243,12.947933025023477,7.735544310919234e+16
2.8853046594982077,5.3773538352567005,6.303502542229708e+16
2.8978494623655915,2.217710571648241,4.75523953965735e+16
2.910394265232975,0.908257935880545,4.503916235141413e+16
2.922939068100358,0.36938700914546946,4.943815561329473e+16
2.9354838709677415,0.14918395502882828,2.4675984790711396e+16
2.948028673835125,0.0598316111243093,1.3741647715191922e+16
2.9605734767025087,0.023829084681499847,7068724050577211.0
2.973118279569892,0.009424365176879881,734745488811404.2
2.985663082437276,0.0037013907329731008,2806336052369165.5
2.998207885304659,0.0014435965745892008,4470889503918929.5
3.010752688172043,0.0005591068776656305,3352070766721.4365
3.0232974910394264,0.00021503636423078891,893325285528565.2
3.03584229390681,8.212910016557085e-05,2715040319410831.5
3.0483870967741935,3.114944426103877e-05,9062651552236984.0
3.060931899641577,1.17319883532505e-05,2.744684141420756e+16
3.07347670250896,4.387943488146445e-06,5.519050610394418e+16
3.0860215053763436,1.6297406960780872e-06,7.870056003053952e+16
3.0985663082437274,6.010963312080846e-07,8.495345725650274e+16
3.1111111111111107,2.2015965007219538e-07,6.81832932056927e+16
3.1236559139784945,8.007546281539197e-08,3.887284316685227e+16
3.136200716845878,2.8922063199595872e-08,1.3748201505799338e+16
3.1487455197132617,1.037354430844999e-08,2250097716035094.0
3.161290322580645,3.69481879322159e-09,2139360654493991.0
3.173835125448029,1.306854398017068e-09,765800372621175.1
3.1863799283154117,4.590176082713641e-10,23758311124529.93
3.1989247311827955,1.601030368968972e-10,1099466378042649.1
3.211469534050179,5.5454638195866354e-11,1456650534494442.5
3.2240143369175622,1.9074109198056047e-11,356890243044665.9
3.236559139784946,6.51506473380035e-12,439412940309082.4
3.2491039426523294,2.2098423283733487e-12,5400256484031346.0
3.261648745519713,7.4434096804266e-13,1.704651975349761e+16
3.2741935483870965,2.4897207567662433e-13,3.3640442662132976e+16
3.2867383512544803,8.269846324284364e-14,4.8775523277517096e+16
3.2992831541218637,2.727798716476236e-14,5.5755919675250824e+16
3.311827956989247,8.935014965791993e-15,5.200953205533432e+16
3.3243727598566304,2.9063394034368223e-15,3.964894097229184e+16
3.336917562724014,9.387835216857626e-16,2.4951122707865548e+16
3.3494623655913975,3.011290596425678e-16,1.3357365413184172e+16
3.362007168458781,9.591973276966674e-17,6306484887589489.0
3.3745519713261647,3.0341100886126625e-17,3059164173133295.0
3.387096774193548,9.530655927114936e-18,2177156859669299.0
3.399641577060932,2.9729138875254647e-18,1678217135459685.8
3.412186379928315,9.208946514610887e-19,1480813107382512.2
3.4247311827956985,2.8327330763526673e-19,1632130934649898.8
3.437275985663082,8.653054494428939e-20,2026605817821104.0
3.4498207885304657,2.6248307556167105e-20,2597579463415426.0
3.462365591397849,7.906809139636798e-21,3442534037492981.0
3.474910394265233,2.3652077167072918e-21,4620105499784865.0
3.487455197132616,7.025955601480327e-22,6138063686877279.0
3.5,2.0725718587446548e-22,7942882087257807.0
