time_us,output_euler_abs2,output_rk4_abs2
0.0,5342205.466942721,5342205.466942721
0.006674082313681869,1110717559.9314358,21657911862.41077
0.013348164627363738,41920629013.9678,1.73393634390392e+18
0.02002224694104561,251574137818.1459,5.10476025401845e+19
0.026696329254727477,151975744378816.38,8.352928973545611e+19
0.03337041156840934,1.7585264008560563e+17,3.1997743229055947e+19
0.04004449388209122,2.343070300172847e+19,7.980295045378242e+18
0.04671857619577308,3.1038249562138602e+22,8.962225251451165e+18
0.05339265850945495,3.140027570732818e+24,2.3053260220563057e+18
0.06006674082313682,5.445518935879728e+27,6.702305063866303e+18
0.06674082313681869,4.0735503192643144e+29,6.139023054821622e+17
0.07341490545050056,9.487225906840539e+32,8.645600113283673e+18
0.08008898776418244,5.068923631900941e+34,1.5401680826487734e+18
0.0867630700778643,1.6419037816430006e+38,8.594322302764128e+17
0.09343715239154617,5.963013798905263e+39,3.458384010044425e+18
0.10011123470522802,2.823483869724727e+43,2.026189273218854e+17
0.1067853170189099,6.473678324030793e+44,1.6684547035012754e+18
0.11345939933259178,4.825529336636978e+48,3.8271758514365563e+18
0.12013348164627365,6.202423426818701e+49,8.948479097597289e+17
0.1268075639599555,8.197750698882498e+53,5.877613044285556e+16
0.13348164627363737,4.7529849479906035e+54,1.4601757405556198e+18
0.14015572858731926,1.384458343789369e+59,1.3006517032420882e+18
0.1468298109010011,2.1568828266176733e+59,1175937330811.5332
0.153503893214683,2.3244735231709358e+64,9.149587497169485e+17
0.16017797552836488,2.2389988167319638e+62,2.5558786679123686e+18
0.1668520578420467,3.880007290052448e+69,1.2397317652492902e+18
0.1735261401557286,4.276074350890565e+69,8.650470651905816e+16
0.18020022246941048,6.4385395484811e+74,2.3835681061579782e+17
0.18687430478309233,3.1254032992004878e+75,9.228421000952419e+17
0.19354838709677422,1.0620684951288186e+80,5.5917300789792166e+17
0.20022246941045604,1.2060820728596346e+81,4244639106358256.0
0.20689655172413793,1.7412877316673963e+85,4.043925284494668e+17
0.2135706340378198,3.6172653718060256e+86,1.4309911094386993e+18
0.22024471635150167,2.837015663353584e+90,1.4699676904447729e+18
0.22691879866518355,9.464004466733072e+91,6.123002960212093e+17
0.2335928809788654,4.5922159435541374e+95,3.217125527667407e+16
0.2402669632925473,2.2715977185359397e+97,1.5110078943620784e+17
0.24694104560622915,7.382808573165366e+100,5.417744768292712e+17
0.253615127919911,5.136479047167905e+102,4.875633593934302e+17
0.2602892102335929,1.1784156976745264e+106,7.074687355821449e+16
0.26696329254727474,1.1114393296381592e+108,1.5002035154351866e+17
0.27363737486095663,1.866622664539189e+111,8.263608616895882e+17
0.2803114571746385,2.3246006395098438e+113,1.2320974602364877e+18
0.28698553948832034,2.932630353574631e+116,9.223212146201416e+17
0.2936596218020022,4.731562828099905e+118,2.2059439227825347e+17
0.3003337041156841,4.566801747305868e+121,6876353467515700.0
0.307007786429366,9.417643746828008e+123,6.257892770344684e+16
0.3136818687430478,7.043206724208528e+126,2.8253038868826886e+17
0.32035595105672976,1.8394515295274776e+129,3.657836636775918e+17
0.3270300333704116,1.0747419319459945e+132,1.511361409828851e+17
0.3337041156840934,3.535001635678522e+134,503780316097356.75
0.34037819799777536,1.6206410856917446e+137,2.597649864419297e+17
0.3470522803114572,6.697694033988215e+139,6.732707059208767e+17
0.35372636262513907,2.4113678546708016e+142,1.1097083392122374e+18
0.36040044493882095,1.2530852632751843e+145,6.849366588846469e+17
0.3670745272525028,3.533526645365268e+147,2.1731556723983798e+17
0.37374860956618466,2.3179084241409152e+150,4.337232462636562e+16
0.38042269187986655,5.087013309460188e+152,3.518754567317142e+16
0.38709677419354843,4.243290032072851e+155,1.9484359671972182e+17
0.39377085650723026,7.172014746347329e+157,2.7656590050281523e+17
0.4004449388209121,7.693863355649865e+160,1.579241645596522e+17
0.40711902113459403,9.860126949461549e+162,2324324858971941.0
0.41379310344827586,1.3826035093696968e+166,3.6784624197797176e+16
0.42046718576195774,1.3140386927909484e+168,3.32379000811371e+17
0.4271412680756396,2.4636719437785196e+171,6.235603590611327e+17
0.43381535038932145,1.6830573459153707e+173,8.146893719571099e+17
0.44048943270300334,4.3548655268832333e+176,5.0449481766413414e+17
0.4471635150166852,2.0450595440544442e+178,3.779191576681097e+17
0.4538375973303671,7.638515857457709e+181,1.7701635372628352e+16
0.46051167964404893,2.307978306227793e+183,7448733266736910.0
0.4671857619577308,1.3298041228563725e+187,1.1852823330795955e+17
0.4738598442714127,2.3288800477952994e+188,2.2066663631859373e+17
0.4805339265850946,2.298175279212834e+192,1.62536223007474e+17
0.4872080088987764,1.9402638729436074e+193,3.610709894385005e+16
0.4938820912124583,3.9431265129394704e+197,4615089975181477.0
0.5005561735261402,1.0720533741694576e+198,9.384209118635242e+16
0.507230255839822,6.717078995206304e+202,5.070199827415983e+17
0.5139043381535039,1.1017165848921976e+202,4.8061465633642394e+17
0.5205784204671858,1.136052132388641e+208,6.957355848987593e+17
0.5272525027808677,7.927014619318564e+207,3.473402348396795e+17
0.5339265850945495,1.907506592104079e+213,1.8442125542144054e+17
0.5406006674082314,8.263025042849096e+213,3.2417692835795732e+16
0.5472747497219133,3.1792984634013466e+218,4301499250156711.5
0.5539488320355951,3.55184226736219e+219,9535092714362778.0
0.560622914349277,5.259153360584112e+223,1.9350609035458067e+17
0.5672969966629589,1.1267393286258206e+225,1.7345536857486266e+17
0.5739710789766407,8.63204555391101e+228,6.054180121757882e+16
0.5806451612903226,3.0567921685349076e+230,3.5066401876319028e+16
0.5873192436040044,1.4053620799085161e+234,4.449494000948481e+16
0.5939933259176864,7.532311926593481e+235,1.2847697239020387e+17
0.6006674082313682,2.268650317532384e+239,4.6886562839202445e+17
0.60734149054505,1.7381255425672017e+241,4.521402728233927e+17
0.614015572858732,3.629435382444937e+244,6.294509007294276e+17
0.6206896551724138,3.822832982729525e+246,3.227029566956625e+17
0.6273637374860956,5.750975184745355e+249,1.0602773467973451e+17
0.6340378197997776,8.103271147377804e+251,7.046079244421479e+16
0.6407119021134595,9.018919170431407e+254,1.9933575170303144e+16
0.6473859844271412,1.6677484790198103e+257,4147550410191552.5
0.6540600667408232,1.3985709195869778e+260,1.1229590962376934e+17
0.6607341490545051,3.350073296349115e+262,9.503088787430787e+16
0.6674082313681868,2.1421272862328765e+265,8.058849965582752e+16
0.6740823136818688,6.5928072581618555e+267,1.8298697625317336e+16
0.6807563959955507,3.236167287278631e+270,219106715972435.2
0.6874304783092324,1.274679563700073e+273,5.761754117461848e+16
0.6941045606229144,4.8136849661167584e+275,1.9323293321221485e+17
0.7007786429365963,2.426485418185206e+278,4.071027763082357e+17
0.7074527252502781,7.034084213260359e+280,4.8170422416600045e+17
0.71412680756396,4.555353107564547e+283,5.0299085229982266e+17
0.7208008898776419,1.0068044694842924e+286,2.5193943017547158e+17
0.7274749721913237,8.445009119752378e+288,1.2384164390139283e+17
0.7341490545050056,1.4060052006331266e+291,4.282894754589481e+16
0.7408231368186875,1.5476024910493676e+294,5360446113098877.0
0.7474972191323693,1.9054184045561993e+296,3.3553283869402364e+16
0.7541713014460512,2.8057891959545965e+299,6.131073489918287e+16
0.7608453837597331,2.4866374905365613e+301,1.2415782878395512e+17
0.7675194660734149,5.035798494801655e+304,6.205671450304934e+16
0.7741935483870969,3.089224939561326e+306,1.565921580012014e+16
0.7808676307007786,inf,26419362397276.234
0.7875417130144605,inf,7.457751020679075e+16
0.7942157953281425,inf,2.136733099984873e+16
0.8008898776418242,inf,3.5828043814263107e+18
0.8075639599555061,inf,3.749524363575448e+18
0.8142380422691881,inf,4.1765628576958525e+18
0.8209121245828698,inf,2.0378901970376466e+18
