time_us,output_co_abs2,output_counter_abs2
1.7418546365914789,3.709715387206466e+24,3.709715387206466e+24
1.754385964912281,3.9192389766299664e+24,3.9192389766299664e+24
1.7669172932330828,4.129268189006168e+24,4.129268189006168e+24
1.779448621553885,4.338654827987595e+24,4.338654827987595e+24
1.791979949874687,4.5461965269803545e+24,4.5461965269803545e+24
1.8045112781954888,4.750647422499443e+24,4.750647422499443e+24
1.8170426065162908,4.9507299553569e+24,4.9507299553569e+24
1.829573934837093,5.145147656534641e+24,5.145147656534641e+24
1.842105263157895,5.332598748865722e+24,5.332598748865722e+24
1.8546365914786969,5.511790372514976e+24,5.511790372514976e+24
1.8671679197994988,5.681453222400357e+24,5.681453222400357e+24
1.879699248120301,5.840356369757322e+24,5.840356369757322e+24
1.892230576441103,5.987322028562265e+24,5.987322028562265e+24
1.9047619047619049,6.121240020938444e+24,6.121240020938444e+24
1.917293233082707,6.241081694287878e+24,6.241081694287878e+24
1.929824561403509,6.345913046912335e+24,6.345913046912335e+24
1.9423558897243107,6.434906828348807e+24,6.434906828348807e+24
1.9548872180451131,6.507353395444626e+24,6.507353395444626e+24
1.967418546365915,6.562670125081527e+24,6.562670125081527e+24
1.9799498746867168,6.60040920902876e+24,6.60040920902876e+24
1.9924812030075187,6.62026368513071e+24,6.62026368513071e+24
2.005012531328321,6.622071591261946e+24,6.622071591261946e+24
2.017543859649123,6.605818163456047e+24,6.605818163456047e+24
2.030075187969925,6.571636036498054e+24,6.571636036498054e+24
2.042606516290727,6.519803443170025e+24,6.519803443170025e+24
2.055137844611529,6.450740446332071e+24,6.450740446332071e+24
2.067669172932331,6.365003275180542e+24,6.365003275180542e+24
2.080200501253133,6.263276872449832e+24,6.263276872449832e+24
2.092731829573935,6.14636579216411e+24,6.14636579216411e+24
2.105263157894737,6.015183617026905e+24,6.015183617026905e+24
2.117794486215539,5.870741089984915e+24,5.870741089984915e+24
2.1303258145363406,5.714133175360032e+24,5.714133175360032e+24
2.1428571428571432,5.546525280785326e+24,5.546525280785326e+24
2.155388471177945,5.369138881723611e+24,5.369138881723611e+24
2.167919799498747,5.183236795456499e+24,5.183236795456499e+24
